direction,view,layer,span,fraction
San→Hin,all,12,instruction,0.02481
San→Hin,all,12,src,0.17061
San→Hin,all,12,post_src,0.04075
San→Hin,all,12,tgt_self,0.22607
San→Hin,all,13,pre_instr,0.4793
San→Hin,all,13,instruction,0.01768
San→Hin,all,13,src,0.17568
San→Hin,all,13,post_src,0.04756
San→Hin,all,13,tgt_self,0.22061
San→Hin,all,14,pre_instr,0.43691
San→Hin,all,14,instruction,0.02164
San→Hin,all,14,src,0.28057
San→Hin,all,14,post_src,0.02386
San→Hin,all,14,tgt_self,0.20518
San→Hin,all,15,pre_instr,0.35098
San→Hin,all,15,instruction,0.02498
San→Hin,all,15,src,0.17734
San→Hin,all,15,post_src,0.0293
San→Hin,all,15,tgt_self,0.34434
San→Hin,all,16,pre_instr,0.32324
San→Hin,all,16,instruction,0.02176
San→Hin,all,16,src,0.25586
San→Hin,all,16,post_src,0.04933
San→Hin,all,16,tgt_self,0.29873
San→Hin,all,17,pre_instr,0.38164
San→Hin,all,17,instruction,0.03102
San→Hin,all,17,src,0.23936
San→Hin,all,17,post_src,0.03776
San→Hin,all,17,tgt_self,0.25098
San→Hin,all,18,pre_instr,0.30977
San→Hin,all,18,instruction,0.02722
San→Hin,all,18,src,0.26328
San→Hin,all,18,post_src,0.03335
San→Hin,all,18,tgt_self,0.30254
San→Hin,all,19,pre_instr,0.26602
San→Hin,all,19,instruction,0.02602
San→Hin,all,19,src,0.34355
San→Hin,all,19,post_src,0.0324
San→Hin,all,19,tgt_self,0.28193
San→Hin,all,20,pre_instr,0.41348
San→Hin,all,20,instruction,0.02109
San→Hin,all,20,src,0.20684
San→Hin,all,20,post_src,0.03427
San→Hin,all,20,tgt_self,0.27939
San→Hin,all,21,pre_instr,0.43477
San→Hin,all,21,instruction,0.00911
San→Hin,all,21,src,0.27207
San→Hin,all,21,post_src,0.02256
San→Hin,all,21,tgt_self,0.20352
San→Hin,all,22,pre_instr,0.40508
San→Hin,all,22,instruction,0.00965
San→Hin,all,22,src,0.25557
San→Hin,all,22,post_src,0.02964
San→Hin,all,22,tgt_self,0.24746
San→Hin,all,23,pre_instr,0.45645
San→Hin,all,23,instruction,0.00817
San→Hin,all,23,src,0.13662
San→Hin,all,23,post_src,0.04003
San→Hin,all,23,tgt_self,0.25762
San→Hin,all,24,pre_instr,0.49941
San→Hin,all,24,instruction,0.01583
San→Hin,all,24,src,0.18389
San→Hin,all,24,post_src,0.01712
San→Hin,all,24,tgt_self,0.21895
San→Hin,all,25,pre_instr,0.61055
San→Hin,all,25,instruction,0.01393
San→Hin,all,25,src,0.18164
San→Hin,all,25,post_src,0.01217
San→Hin,all,25,tgt_self,0.11885
San→Hin,all,26,pre_instr,0.73438
San→Hin,all,26,instruction,0.00289
San→Hin,all,26,src,0.05162
San→Hin,all,26,post_src,0.01591
San→Hin,all,26,tgt_self,0.15151
San→Hin,all,27,pre_instr,0.83789
San→Hin,all,27,instruction,0.00358
San→Hin,all,27,src,0.07422
San→Hin,all,27,post_src,0.00946
San→Hin,all,27,tgt_self,0.05691
San→Hin,all,28,pre_instr,0.83945
San→Hin,all,28,instruction,0.0037
San→Hin,all,28,src,0.03923
San→Hin,all,28,post_src,0.01687
San→Hin,all,28,tgt_self,0.0731
San→Hin,all,29,pre_instr,0.70273
San→Hin,all,29,instruction,0.00295
San→Hin,all,29,src,0.08193
San→Hin,all,29,post_src,0.0147
San→Hin,all,29,tgt_self,0.13711
San→Hin,all,30,pre_instr,0.87773
San→Hin,all,30,instruction,0.00262
San→Hin,all,30,src,0.07135
San→Hin,all,30,post_src,0.00782
San→Hin,all,30,tgt_self,0.03098
San→Hin,all,31,pre_instr,0.87266
San→Hin,all,31,instruction,0.0021
San→Hin,all,31,src,0.02159
San→Hin,all,31,post_src,0.00966
San→Hin,all,31,tgt_self,0.06528
San→Hin,all,32,pre_instr,0.88008
San→Hin,all,32,instruction,0.00231
San→Hin,all,32,src,0.01822
San→Hin,all,32,post_src,0.00748
San→Hin,all,32,tgt_self,0.06094
San→Hin,all,33,pre_instr,0.84883
San→Hin,all,33,instruction,0.00346
San→Hin,all,33,src,0.02594
San→Hin,all,33,post_src,0.01685
San→Hin,all,33,tgt_self,0.0731
San→Hin,all,34,pre_instr,0.87852
San→Hin,all,34,instruction,0.00313
San→Hin,all,34,src,0.0391
San→Hin,all,34,post_src,0.01244
San→Hin,all,34,tgt_self,0.04357
San→Hin,all,35,pre_instr,0.80352
San→Hin,all,35,instruction,0.00394
San→Hin,all,35,src,0.03368
San→Hin,all,35,post_src,0.01954
San→Hin,all,35,tgt_self,0.07417
San→Hin,all,36,pre_instr,0.73789
San→Hin,all,36,instruction,0.00601
San→Hin,all,36,src,0.02753
San→Hin,all,36,post_src,0.02418
San→Hin,all,36,tgt_self,0.09736
San→Hin,first,1,pre_instr,0.00871
San→Hin,first,1,instruction,0.03125
San→Hin,first,1,src,0.20713
San→Hin,first,1,post_src,0.39727
San→Hin,first,1,tgt_self,0.0
San→Hin,first,2,pre_instr,0.06323
San→Hin,first,2,instruction,0.15107
San→Hin,first,2,src,0.23101
San→Hin,first,2,post_src,0.46504
San→Hin,first,2,tgt_self,0.0
San→Hin,first,3,pre_instr,0.29863
San→Hin,first,3,instruction,0.24883
San→Hin,first,3,src,0.15952
San→Hin,first,3,post_src,0.2626
San→Hin,first,3,tgt_self,0.0
San→Hin,first,4,pre_instr,0.2874
San→Hin,first,4,instruction,0.23867
San→Hin,first,4,src,0.2292
San→Hin,first,4,post_src,0.19609
San→Hin,first,4,tgt_self,0.0
San→Hin,first,5,pre_instr,0.30947
San→Hin,first,5,instruction,0.30684
San→Hin,first,5,src,0.18706
San→Hin,first,5,post_src,0.09907
San→Hin,first,5,tgt_self,0.0
San→Hin,first,6,pre_instr,0.27568
San→Hin,first,6,instruction,0.22266
San→Hin,first,6,src,0.19355
San→Hin,first,6,post_src,0.23525
San→Hin,first,6,tgt_self,0.0
San→Hin,first,7,pre_instr,0.28857
San→Hin,first,7,instruction,0.24004
San→Hin,first,7,src,0.17285
San→Hin,first,7,post_src,0.19473
San→Hin,first,7,tgt_self,0.0
San→Hin,first,8,pre_instr,0.69844
San→Hin,first,8,instruction,0.01721
San→Hin,first,8,src,0.07922
San→Hin,first,8,post_src,0.16523
San→Hin,first,8,tgt_self,0.0
San→Hin,first,9,pre_instr,0.61289
San→Hin,first,9,instruction,0.07056
San→Hin,first,9,src,0.09951
San→Hin,first,9,post_src,0.14106
San→Hin,first,9,tgt_self,0.0
San→Hin,first,10,pre_instr,0.6832
San→Hin,first,10,instruction,0.06833
San→Hin,first,10,src,0.12422
San→Hin,first,10,post_src,0.0668
San→Hin,first,10,tgt_self,0.0
San→Hin,first,11,pre_instr,0.66484
San→Hin,first,11,instruction,0.0584
San→Hin,first,11,src,0.06653
San→Hin,first,11,post_src,0.13101
San→Hin,first,11,tgt_self,0.0
San→Hin,first,12,pre_instr,0.51484
San→Hin,first,12,instruction,0.08589
San→Hin,first,12,src,0.10347
San→Hin,first,12,post_src,0.21865
San→Hin,first,12,tgt_self,0.0
San→Hin,first,13,pre_instr,0.52402
San→Hin,first,13,instruction,0.05779
San→Hin,first,13,src,0.12856
San→Hin,first,13,post_src,0.19307
San→Hin,first,13,tgt_self,0.0
San→Hin,first,14,pre_instr,0.46367
San→Hin,first,14,instruction,0.1165
San→Hin,first,14,src,0.18633
San→Hin,first,14,post_src,0.18467
San→Hin,first,14,tgt_self,0.0
San→Hin,first,15,pre_instr,0.38418
San→Hin,first,15,instruction,0.16299
San→Hin,first,15,src,0.10986
San→Hin,first,15,post_src,0.21387
San→Hin,first,15,tgt_self,0.0
San→Hin,first,16,pre_instr,0.47969
San→Hin,first,16,instruction,0.08945
San→Hin,first,16,src,0.12646
San→Hin,first,16,post_src,0.21162
San→Hin,first,16,tgt_self,0.0
San→Hin,first,17,pre_instr,0.51484
San→Hin,first,17,instruction,0.12607
San→Hin,first,17,src,0.11909
San→Hin,first,17,post_src,0.14707
San→Hin,first,17,tgt_self,0.0
San→Hin,first,18,pre_instr,0.35137
San→Hin,first,18,instruction,0.12568
San→Hin,first,18,src,0.21631
San→Hin,first,18,post_src,0.18828
San→Hin,first,18,tgt_self,0.0
San→Hin,first,19,pre_instr,0.26348
San→Hin,first,19,instruction,0.20918
San→Hin,first,19,src,0.24629
San→Hin,first,19,post_src,0.20068
San→Hin,first,19,tgt_self,0.0
San→Hin,first,20,pre_instr,0.42988
San→Hin,first,20,instruction,0.13867
San→Hin,first,20,src,0.21211
San→Hin,first,20,post_src,0.12827
San→Hin,first,20,tgt_self,0.0
San→Hin,first,21,pre_instr,0.41875
San→Hin,first,21,instruction,0.06946
San→Hin,first,21,src,0.33359
San→Hin,first,21,post_src,0.10693
San→Hin,first,21,tgt_self,0.0
San→Hin,first,22,pre_instr,0.38086
San→Hin,first,22,instruction,0.03575
San→Hin,first,22,src,0.34551
San→Hin,first,22,post_src,0.16738
San→Hin,first,22,tgt_self,0.0
San→Hin,first,23,pre_instr,0.51309
San→Hin,first,23,instruction,0.0205
San→Hin,first,23,src,0.22461
San→Hin,first,23,post_src,0.10679
San→Hin,first,23,tgt_self,0.0
San→Hin,first,24,pre_instr,0.50723
San→Hin,first,24,instruction,0.05459
San→Hin,first,24,src,0.29492
San→Hin,first,24,post_src,0.06223
San→Hin,first,24,tgt_self,0.0
San→Hin,first,25,pre_instr,0.53047
San→Hin,first,25,instruction,0.04563
San→Hin,first,25,src,0.33193
San→Hin,first,25,post_src,0.02703
San→Hin,first,25,tgt_self,0.0
San→Hin,first,26,pre_instr,0.71523
San→Hin,first,26,instruction,0.00887
San→Hin,first,26,src,0.10391
San→Hin,first,26,post_src,0.09678
San→Hin,first,26,tgt_self,0.0
San→Hin,first,27,pre_instr,0.77266
San→Hin,first,27,instruction,0.00783
San→Hin,first,27,src,0.16372
San→Hin,first,27,post_src,0.03337
San→Hin,first,27,tgt_self,0.0
San→Hin,first,28,pre_instr,0.8293
San→Hin,first,28,instruction,0.00701
San→Hin,first,28,src,0.08016
San→Hin,first,28,post_src,0.04399
San→Hin,first,28,tgt_self,0.0
San→Hin,first,29,pre_instr,0.70508
San→Hin,first,29,instruction,0.0063
San→Hin,first,29,src,0.12942
San→Hin,first,29,post_src,0.0877
San→Hin,first,29,tgt_self,0.0
San→Hin,first,30,pre_instr,0.82227
San→Hin,first,30,instruction,0.00527
San→Hin,first,30,src,0.12969
San→Hin,first,30,post_src,0.02839
San→Hin,first,30,tgt_self,0.0
San→Hin,first,31,pre_instr,0.86445
San→Hin,first,31,instruction,0.00254
San→Hin,first,31,src,0.03931
San→Hin,first,31,post_src,0.05
San→Hin,first,31,tgt_self,0.0
San→Hin,first,32,pre_instr,0.86406
San→Hin,first,32,instruction,0.00305
San→Hin,first,32,src,0.03036
San→Hin,first,32,post_src,0.04731
San→Hin,first,32,tgt_self,0.0
San→Hin,first,33,pre_instr,0.85703
San→Hin,first,33,instruction,0.00402
San→Hin,first,33,src,0.04004
San→Hin,first,33,post_src,0.04756
San→Hin,first,33,tgt_self,0.0
San→Hin,first,34,pre_instr,0.90781
San→Hin,first,34,instruction,0.00291
San→Hin,first,34,src,0.03846
San→Hin,first,34,post_src,0.02129
San→Hin,first,34,tgt_self,0.0
San→Hin,first,35,pre_instr,0.86094
San→Hin,first,35,instruction,0.00267
San→Hin,first,35,src,0.03369
San→Hin,first,35,post_src,0.03718
San→Hin,first,35,tgt_self,0.0
San→Hin,first,36,pre_instr,0.79688
San→Hin,first,36,instruction,0.00509
San→Hin,first,36,src,0.02499
San→Hin,first,36,post_src,0.05784
San→Hin,first,36,tgt_self,0.0
San→Hin,later,1,pre_instr,0.0061
San→Hin,later,1,instruction,0.02438
San→Hin,later,1,src,0.10928
San→Hin,later,1,post_src,0.08113
San→Hin,later,1,tgt_self,0.48516
San→Hin,later,2,pre_instr,0.03413
San→Hin,later,2,instruction,0.0907
San→Hin,later,2,src,0.18223
San→Hin,later,2,post_src,0.12212
San→Hin,later,2,tgt_self,0.50254
San→Hin,later,3,pre_instr,0.25596
San→Hin,later,3,instruction,0.21914
San→Hin,later,3,src,0.15137
San→Hin,later,3,post_src,0.0646
San→Hin,later,3,tgt_self,0.28047
San→Hin,later,4,pre_instr,0.28652
San→Hin,later,4,instruction,0.24189
San→Hin,later,4,src,0.13662
San→Hin,later,4,post_src,0.04335
San→Hin,later,4,tgt_self,0.26055
San→Hin,later,5,pre_instr,0.28496
San→Hin,later,5,instruction,0.23467
San→Hin,later,5,src,0.13342
San→Hin,later,5,post_src,0.02457
San→Hin,later,5,tgt_self,0.27646
San→Hin,later,6,pre_instr,0.2918
San→Hin,later,6,instruction,0.23955
San→Hin,later,6,src,0.11687
San→Hin,later,6,post_src,0.04272
San→Hin,later,6,tgt_self,0.25059
San→Hin,later,7,pre_instr,0.21045
San→Hin,later,7,instruction,0.17168
San→Hin,later,7,src,0.13054
San→Hin,later,7,post_src,0.04552
San→Hin,later,7,tgt_self,0.34512
San→Hin,later,8,pre_instr,0.61211
San→Hin,later,8,instruction,0.00904
San→Hin,later,8,src,0.06423
San→Hin,later,8,post_src,0.03521
San→Hin,later,8,tgt_self,0.22256
San→Hin,later,9,pre_instr,0.56289
San→Hin,later,9,instruction,0.02584
San→Hin,later,9,src,0.1355
San→Hin,later,9,post_src,0.02659
San→Hin,later,9,tgt_self,0.19463
San→Hin,later,10,pre_instr,0.62852
San→Hin,later,10,instruction,0.02028
San→Hin,later,10,src,0.1561
San→Hin,later,10,post_src,0.01646
San→Hin,later,10,tgt_self,0.13311
San→Hin,later,11,pre_instr,0.57617
San→Hin,later,11,instruction,0.01957
San→Hin,later,11,src,0.11196
San→Hin,later,11,post_src,0.03036
San→Hin,later,11,tgt_self,0.19443
San→Hin,later,12,pre_instr,0.48672
San→Hin,later,12,instruction,0.0228
San→Hin,later,12,src,0.16924
San→Hin,later,12,post_src,0.03483
San→Hin,later,12,tgt_self,0.23672
San→Hin,later,13,pre_instr,0.4793
San→Hin,later,13,instruction,0.01636
San→Hin,later,13,src,0.17402
San→Hin,later,13,post_src,0.04252
San→Hin,later,13,tgt_self,0.22939
San→Hin,later,14,pre_instr,0.4375
San→Hin,later,14,instruction,0.01888
San→Hin,later,14,src,0.27813
San→Hin,later,14,post_src,0.01875
San→Hin,later,14,tgt_self,0.21455
San→Hin,later,15,pre_instr,0.3502
San→Hin,later,15,instruction,0.02104
San→Hin,later,15,src,0.17559
San→Hin,later,15,post_src,0.02325
San→Hin,later,15,tgt_self,0.35938
San→Hin,later,16,pre_instr,0.31934
San→Hin,later,16,instruction,0.02014
San→Hin,later,16,src,0.25488
San→Hin,later,16,post_src,0.04293
San→Hin,later,16,tgt_self,0.31318
San→Hin,later,17,pre_instr,0.37949
San→Hin,later,17,instruction,0.02798
San→Hin,later,17,src,0.23691
San→Hin,later,17,post_src,0.03376
San→Hin,later,17,tgt_self,0.26367
San→Hin,later,18,pre_instr,0.30898
San→Hin,later,18,instruction,0.0241
San→Hin,later,18,src,0.2584
San→Hin,later,18,post_src,0.02854
San→Hin,later,18,tgt_self,0.31719
San→Hin,later,19,pre_instr,0.26699
San→Hin,later,19,instruction,0.02131
San→Hin,later,19,src,0.34053
San→Hin,later,19,post_src,0.02715
San→Hin,later,19,tgt_self,0.29551
San→Hin,later,20,pre_instr,0.41309
San→Hin,later,20,instruction,0.01774
San→Hin,later,20,src,0.20234
San→Hin,later,20,post_src,0.03141
San→Hin,later,20,tgt_self,0.29219
San→Hin,later,21,pre_instr,0.43613
San→Hin,later,21,instruction,0.00755
San→Hin,later,21,src,0.2665
San→Hin,later,21,post_src,0.01991
San→Hin,later,21,tgt_self,0.21309
San→Hin,later,22,pre_instr,0.40703
San→Hin,later,22,instruction,0.00864
San→Hin,later,22,src,0.24873
San→Hin,later,22,post_src,0.02466
San→Hin,later,22,tgt_self,0.2583
San→Hin,later,23,pre_instr,0.45391
San→Hin,later,23,instruction,0.00773
San→Hin,later,23,src,0.13188
San→Hin,later,23,post_src,0.03761
San→Hin,later,23,tgt_self,0.26865
San→Hin,later,24,pre_instr,0.49824
San→Hin,later,24,instruction,0.01473
San→Hin,later,24,src,0.17876
San→Hin,later,24,post_src,0.01591
San→Hin,later,24,tgt_self,0.22861
San→Hin,later,25,pre_instr,0.61172
San→Hin,later,25,instruction,0.01302
San→Hin,later,25,src,0.17676
San→Hin,later,25,post_src,0.01188
San→Hin,later,25,tgt_self,0.12388
San→Hin,later,26,pre_instr,0.73203
San→Hin,later,26,instruction,0.00273
San→Hin,later,26,src,0.05056
San→Hin,later,26,post_src,0.01377
San→Hin,later,26,tgt_self,0.1582
San→Hin,later,27,pre_instr,0.83789
San→Hin,later,27,instruction,0.00343
San→Hin,later,27,src,0.07202
San→Hin,later,27,post_src,0.00878
San→Hin,later,27,tgt_self,0.05974
San→Hin,later,28,pre_instr,0.83789
San→Hin,later,28,instruction,0.00362
San→Hin,later,28,src,0.03826
San→Hin,later,28,post_src,0.01633
San→Hin,later,28,tgt_self,0.07646
San→Hin,later,29,pre_instr,0.70195
San→Hin,later,29,instruction,0.00284
San→Hin,later,29,src,0.07964
San→Hin,later,29,post_src,0.01251
San→Hin,later,29,tgt_self,0.14292
San→Hin,later,30,pre_instr,0.8793
San→Hin,later,30,instruction,0.00257
San→Hin,later,30,src,0.06895
San→Hin,later,30,post_src,0.00745
San→Hin,later,30,tgt_self,0.03251
San→Hin,later,31,pre_instr,0.87344
San→Hin,later,31,instruction,0.00208
San→Hin,later,31,src,0.02112
San→Hin,later,31,post_src,0.00831
San→Hin,later,31,tgt_self,0.06736
San→Hin,later,32,pre_instr,0.88047
San→Hin,later,32,instruction,0.00232
San→Hin,later,32,src,0.01762
San→Hin,later,32,post_src,0.00645
San→Hin,later,32,tgt_self,0.06321
San→Hin,later,33,pre_instr,0.84805
San→Hin,later,33,instruction,0.00348
San→Hin,later,33,src,0.02532
San→Hin,later,33,post_src,0.01595
San→Hin,later,33,tgt_self,0.07593
San→Hin,later,34,pre_instr,0.87813
San→Hin,later,34,instruction,0.00316
San→Hin,later,34,src,0.03855
San→Hin,later,34,post_src,0.01234
San→Hin,later,34,tgt_self,0.04529
San→Hin,later,35,pre_instr,0.80078
San→Hin,later,35,instruction,0.00402
San→Hin,later,35,src,0.03309
San→Hin,later,35,post_src,0.01932
San→Hin,later,35,tgt_self,0.07695
San→Hin,later,36,pre_instr,0.73594
San→Hin,later,36,instruction,0.00602
San→Hin,later,36,src,0.02747
San→Hin,later,36,post_src,0.02311
San→Hin,later,36,tgt_self,0.10073
San→Kan,all,1,pre_instr,0.00491
San→Kan,all,1,instruction,0.02017
San→Kan,all,1,src,0.09575
San→Kan,all,1,post_src,0.06377
San→Kan,all,1,tgt_self,0.52246
San→Kan,all,2,pre_instr,0.03431
San→Kan,all,2,instruction,0.08665
San→Kan,all,2,src,0.15801
San→Kan,all,2,post_src,0.12544
San→Kan,all,2,tgt_self,0.54043
San→Kan,all,3,pre_instr,0.26826
San→Kan,all,3,instruction,0.2251
San→Kan,all,3,src,0.10808
San→Kan,all,3,post_src,0.05959
San→Kan,all,3,tgt_self,0.31562
San→Kan,all,4,pre_instr,0.30029
San→Kan,all,4,instruction,0.25225
San→Kan,all,4,src,0.08301
San→Kan,all,4,post_src,0.03915
San→Kan,all,4,tgt_self,0.29463
San→Kan,all,5,pre_instr,0.3167
San→Kan,all,5,instruction,0.24775
San→Kan,all,5,src,0.08069
San→Kan,all,5,post_src,0.02159
San→Kan,all,5,tgt_self,0.2999
San→Kan,all,6,pre_instr,0.32598
San→Kan,all,6,instruction,0.26816
San→Kan,all,6,src,0.07007
San→Kan,all,6,post_src,0.03322
San→Kan,all,6,tgt_self,0.24629
San→Kan,all,7,pre_instr,0.23301
San→Kan,all,7,instruction,0.18428
San→Kan,all,7,src,0.10464
San→Kan,all,7,post_src,0.04021
San→Kan,all,7,tgt_self,0.35078
San→Kan,all,8,pre_instr,0.66211
San→Kan,all,8,instruction,0.00804
San→Kan,all,8,src,0.05068
San→Kan,all,8,post_src,0.02721
San→Kan,all,8,tgt_self,0.19883
San→Kan,all,9,pre_instr,0.63281
San→Kan,all,9,instruction,0.02211
San→Kan,all,9,src,0.09717
San→Kan,all,9,post_src,0.02037
San→Kan,all,9,tgt_self,0.18291
San→Kan,all,10,pre_instr,0.6875
San→Kan,all,10,instruction,0.01938
San→Kan,all,10,src,0.12017
San→Kan,all,10,post_src,0.01397
San→Kan,all,10,tgt_self,0.11748
San→Kan,all,11,pre_instr,0.63086
San→Kan,all,11,instruction,0.01841
San→Kan,all,11,src,0.08276
San→Kan,all,11,post_src,0.02502
San→Kan,all,11,tgt_self,0.18076
San→Kan,all,12,pre_instr,0.57266
San→Kan,all,12,instruction,0.01971
San→Kan,all,12,src,0.12681
San→Kan,all,12,post_src,0.03031
San→Kan,all,12,tgt_self,0.20156
San→Kan,all,13,pre_instr,0.51855
San→Kan,all,13,instruction,0.01625
San→Kan,all,13,src,0.13604
San→Kan,all,13,post_src,0.03757
San→Kan,all,13,tgt_self,0.2335
San→Kan,all,14,pre_instr,0.51113
San→Kan,all,14,instruction,0.01976
San→Kan,all,14,src,0.23262
San→Kan,all,14,post_src,0.01925
San→Kan,all,14,tgt_self,0.18701
San→Kan,all,15,pre_instr,0.39629
San→Kan,all,15,instruction,0.02137
San→Kan,all,15,src,0.14414
San→Kan,all,15,post_src,0.02542
San→Kan,all,15,tgt_self,0.34512
San→Kan,all,16,pre_instr,0.37227
San→Kan,all,16,instruction,0.02147
San→Kan,all,16,src,0.21133
San→Kan,all,16,post_src,0.04492
San→Kan,all,16,tgt_self,0.30137
San→Kan,all,17,pre_instr,0.45898
San→Kan,all,17,instruction,0.02405
San→Kan,all,17,src,0.18555
San→Kan,all,17,post_src,0.03066
San→Kan,all,17,tgt_self,0.24688
San→Kan,all,18,pre_instr,0.35156
San→Kan,all,18,instruction,0.02159
San→Kan,all,18,src,0.21582
San→Kan,all,18,post_src,0.02678
San→Kan,all,18,tgt_self,0.31992
San→Kan,all,19,pre_instr,0.34766
San→Kan,all,19,instruction,0.01952
San→Kan,all,19,src,0.27129
San→Kan,all,19,post_src,0.026
San→Kan,all,19,tgt_self,0.29043
San→Kan,all,20,pre_instr,0.46855
San→Kan,all,20,instruction,0.01438
San→Kan,all,20,src,0.16973
San→Kan,all,20,post_src,0.02227
San→Kan,all,20,tgt_self,0.28418
San→Kan,all,21,pre_instr,0.50313
San→Kan,all,21,instruction,0.00632
San→Kan,all,21,src,0.2123
San→Kan,all,21,post_src,0.01558
San→Kan,all,21,tgt_self,0.2042
San→Kan,all,22,pre_instr,0.45488
San→Kan,all,22,instruction,0.00732
San→Kan,all,22,src,0.20752
San→Kan,all,22,post_src,0.01821
San→Kan,all,22,tgt_self,0.26133
San→Kan,all,23,pre_instr,0.51602
San→Kan,all,23,instruction,0.0061
San→Kan,all,23,src,0.10435
San→Kan,all,23,post_src,0.02336
San→Kan,all,23,tgt_self,0.2498
San→Kan,all,24,pre_instr,0.5707
San→Kan,all,24,instruction,0.00797
San→Kan,all,24,src,0.14292
San→Kan,all,24,post_src,0.01164
San→Kan,all,24,tgt_self,0.20684
San→Kan,all,25,pre_instr,0.68555
San→Kan,all,25,instruction,0.00795
San→Kan,all,25,src,0.13555
San→Kan,all,25,post_src,0.00818
San→Kan,all,25,tgt_self,0.11138
San→Kan,all,26,pre_instr,0.78008
San→Kan,all,26,instruction,0.0025
San→Kan,all,26,src,0.03208
San→Kan,all,26,post_src,0.00866
San→Kan,all,26,tgt_self,0.13828
San→Kan,all,27,pre_instr,0.87148
San→Kan,all,27,instruction,0.0032
San→Kan,all,27,src,0.04487
San→Kan,all,27,post_src,0.00524
San→Kan,all,27,tgt_self,0.06101
San→Kan,all,28,pre_instr,0.88086
San→Kan,all,28,instruction,0.00315
San→Kan,all,28,src,0.02338
San→Kan,all,28,post_src,0.00916
San→Kan,all,28,tgt_self,0.0636
San→Kan,all,29,pre_instr,0.76523
San→Kan,all,29,instruction,0.00273
San→Kan,all,29,src,0.05305
San→Kan,all,29,post_src,0.00869
San→Kan,all,29,tgt_self,0.12524
San→Kan,all,30,pre_instr,0.88984
San→Kan,all,30,instruction,0.00211
San→Kan,all,30,src,0.06216
San→Kan,all,30,post_src,0.00489
San→Kan,all,30,tgt_self,0.03254
San→Kan,all,31,pre_instr,0.91172
San→Kan,all,31,instruction,0.00172
San→Kan,all,31,src,0.01232
San→Kan,all,31,post_src,0.00502
San→Kan,all,31,tgt_self,0.05222
San→Kan,all,32,pre_instr,0.90078
San→Kan,all,32,instruction,0.00148
San→Kan,all,32,src,0.01396
San→Kan,all,32,post_src,0.00469
San→Kan,all,32,tgt_self,0.06077
San→Kan,all,33,pre_instr,0.87578
San→Kan,all,33,instruction,0.00237
San→Kan,all,33,src,0.01807
San→Kan,all,33,post_src,0.01044
San→Kan,all,33,tgt_self,0.07227
San→Kan,all,34,pre_instr,0.88711
San→Kan,all,34,instruction,0.00233
San→Kan,all,34,src,0.02338
San→Kan,all,34,post_src,0.00697
San→Kan,all,34,tgt_self,0.06602
San→Kan,all,35,pre_instr,0.83633
San→Kan,all,35,instruction,0.00328
San→Kan,all,35,src,0.02418
San→Kan,all,35,post_src,0.01315
San→Kan,all,35,tgt_self,0.07793
San→Kan,all,36,pre_instr,0.72695
San→Kan,all,36,instruction,0.00649
San→Kan,all,36,src,0.02047
San→Kan,all,36,post_src,0.01903
San→Kan,all,36,tgt_self,0.13701
San→Kan,first,1,pre_instr,0.00604
San→Kan,first,1,instruction,0.02761
