direction,view,layer,span,fraction
San→Kan,all,2,tgt_self,0.20684
San→Kan,all,3,pre_instr,0.05027
San→Kan,all,3,instruction,0.02509
San→Kan,all,3,src,0.63398
San→Kan,all,3,post_src,0.0656
San→Kan,all,3,tgt_self,0.15249
San→Kan,all,4,pre_instr,0.07446
San→Kan,all,4,instruction,0.01468
San→Kan,all,4,src,0.67891
San→Kan,all,4,post_src,0.04946
San→Kan,all,4,tgt_self,0.1314
San→Kan,all,5,pre_instr,0.08413
San→Kan,all,5,instruction,0.0119
San→Kan,all,5,src,0.63789
San→Kan,all,5,post_src,0.0387
San→Kan,all,5,tgt_self,0.15654
San→Kan,all,6,pre_instr,0.17627
San→Kan,all,6,instruction,0.03997
San→Kan,all,6,src,0.49766
San→Kan,all,6,post_src,0.07319
San→Kan,all,6,tgt_self,0.13555
San→Kan,all,7,pre_instr,0.25771
San→Kan,all,7,instruction,0.04828
San→Kan,all,7,src,0.41836
San→Kan,all,7,post_src,0.0907
San→Kan,all,7,tgt_self,0.1271
San→Kan,all,8,pre_instr,0.05242
San→Kan,all,8,instruction,0.0265
San→Kan,all,8,src,0.18643
San→Kan,all,8,post_src,0.10659
San→Kan,all,8,tgt_self,0.2792
San→Kan,first,1,pre_instr,0.07639
San→Kan,first,1,instruction,0.25449
San→Kan,first,1,src,0.279
San→Kan,first,1,post_src,0.18398
San→Kan,first,1,tgt_self,0.0
San→Kan,first,2,pre_instr,0.12808
San→Kan,first,2,instruction,0.24688
San→Kan,first,2,src,0.31367
San→Kan,first,2,post_src,0.13818
San→Kan,first,2,tgt_self,0.0
San→Kan,first,3,pre_instr,0.11641
San→Kan,first,3,instruction,0.27334
San→Kan,first,3,src,0.33428
San→Kan,first,3,post_src,0.19121
San→Kan,first,3,tgt_self,0.0
San→Kan,first,4,pre_instr,0.10254
San→Kan,first,4,instruction,0.11423
San→Kan,first,4,src,0.5875
San→Kan,first,4,post_src,0.12666
San→Kan,first,4,tgt_self,0.0
San→Kan,first,5,pre_instr,0.06833
San→Kan,first,5,instruction,0.03081
San→Kan,first,5,src,0.71992
San→Kan,first,5,post_src,0.0854
San→Kan,first,5,tgt_self,0.0
San→Kan,first,6,pre_instr,0.22026
San→Kan,first,6,instruction,0.06685
San→Kan,first,6,src,0.4209
San→Kan,first,6,post_src,0.15239
San→Kan,first,6,tgt_self,0.0
San→Kan,first,7,pre_instr,0.28398
San→Kan,first,7,instruction,0.07291
San→Kan,first,7,src,0.35024
San→Kan,first,7,post_src,0.19209
San→Kan,first,7,tgt_self,0.0
San→Kan,first,8,pre_instr,0.04095
San→Kan,first,8,instruction,0.04202
San→Kan,first,8,src,0.22178
San→Kan,first,8,post_src,0.23594
San→Kan,first,8,tgt_self,0.0
San→Kan,later,1,pre_instr,0.03763
San→Kan,later,1,instruction,0.10337
San→Kan,later,1,src,0.29824
San→Kan,later,1,post_src,0.06042
San→Kan,later,1,tgt_self,0.42012
San→Kan,later,2,pre_instr,0.06877
San→Kan,later,2,instruction,0.02646
San→Kan,later,2,src,0.53633
San→Kan,later,2,post_src,0.04954
San→Kan,later,2,tgt_self,0.22051
San→Kan,later,3,pre_instr,0.04836
San→Kan,later,3,instruction,0.01583
San→Kan,later,3,src,0.63945
San→Kan,later,3,post_src,0.05977
San→Kan,later,3,tgt_self,0.16431
San→Kan,later,4,pre_instr,0.07441
San→Kan,later,4,instruction,0.01117
San→Kan,later,4,src,0.67461
San→Kan,later,4,post_src,0.04637
San→Kan,later,4,tgt_self,0.14219
San→Kan,later,5,pre_instr,0.08694
San→Kan,later,5,instruction,0.01095
San→Kan,later,5,src,0.62695
San→Kan,later,5,post_src,0.0345
San→Kan,later,5,tgt_self,0.16851
San→Kan,later,6,pre_instr,0.17642
San→Kan,later,6,instruction,0.03978
San→Kan,later,6,src,0.49199
San→Kan,later,6,post_src,0.06943
San→Kan,later,6,tgt_self,0.14458
San→Kan,later,7,pre_instr,0.2585
San→Kan,later,7,instruction,0.04752
San→Kan,later,7,src,0.41563
San→Kan,later,7,post_src,0.08577
San→Kan,later,7,tgt_self,0.13525
San→Kan,later,8,pre_instr,0.05327
San→Kan,later,8,instruction,0.02533
San→Kan,later,8,src,0.18115
San→Kan,later,8,post_src,0.09932
San→Kan,later,8,tgt_self,0.2958
Hin→San,all,1,pre_instr,0.02931
Hin→San,all,1,instruction,0.09292
Hin→San,all,1,src,0.37656
Hin→San,all,1,post_src,0.04591
Hin→San,all,1,tgt_self,0.38975
Hin→San,all,2,pre_instr,0.05471
Hin→San,all,2,instruction,0.02812
Hin→San,all,2,src,0.51523
Hin→San,all,2,post_src,0.05109
Hin→San,all,2,tgt_self,0.26357
Hin→San,all,3,pre_instr,0.03911
Hin→San,all,3,instruction,0.02169
Hin→San,all,3,src,0.61406
Hin→San,all,3,post_src,0.05742
Hin→San,all,3,tgt_self,0.19375
Hin→San,all,4,pre_instr,0.0656
Hin→San,all,4,instruction,0.01501
Hin→San,all,4,src,0.63047
Hin→San,all,4,post_src,0.04352
Hin→San,all,4,tgt_self,0.19351
Hin→San,all,5,pre_instr,0.06038
Hin→San,all,5,instruction,0.01047
Hin→San,all,5,src,0.59297
Hin→San,all,5,post_src,0.03936
Hin→San,all,5,tgt_self,0.23652
Hin→San,all,6,pre_instr,0.17412
Hin→San,all,6,instruction,0.02903
Hin→San,all,6,src,0.48105
Hin→San,all,6,post_src,0.05735
Hin→San,all,6,tgt_self,0.19863
Hin→San,all,7,pre_instr,0.27139
Hin→San,all,7,instruction,0.03213
Hin→San,all,7,src,0.3623
Hin→San,all,7,post_src,0.08464
Hin→San,all,7,tgt_self,0.20337
Hin→San,all,8,pre_instr,0.06802
Hin→San,all,8,instruction,0.01928
Hin→San,all,8,src,0.20195
Hin→San,all,8,post_src,0.09106
Hin→San,all,8,tgt_self,0.30107
Hin→San,first,1,pre_instr,0.0525
Hin→San,first,1,instruction,0.27568
Hin→San,first,1,src,0.46777
Hin→San,first,1,post_src,0.15771
Hin→San,first,1,tgt_self,0.0
Hin→San,first,2,pre_instr,0.06765
Hin→San,first,2,instruction,0.17788
Hin→San,first,2,src,0.51348
Hin→San,first,2,post_src,0.13765
Hin→San,first,2,tgt_self,0.0
Hin→San,first,3,pre_instr,0.03884
Hin→San,first,3,instruction,0.1368
Hin→San,first,3,src,0.6457
Hin→San,first,3,post_src,0.12979
Hin→San,first,3,tgt_self,0.0
Hin→San,first,4,pre_instr,0.07576
Hin→San,first,4,instruction,0.12457
Hin→San,first,4,src,0.60566
Hin→San,first,4,post_src,0.15112
Hin→San,first,4,tgt_self,0.0
Hin→San,first,5,pre_instr,0.05188
Hin→San,first,5,instruction,0.05339
Hin→San,first,5,src,0.75781
Hin→San,first,5,post_src,0.09927
Hin→San,first,5,tgt_self,0.0
Hin→San,first,6,pre_instr,0.14512
Hin→San,first,6,instruction,0.06028
Hin→San,first,6,src,0.63984
Hin→San,first,6,post_src,0.11511
Hin→San,first,6,tgt_self,0.0
Hin→San,first,7,pre_instr,0.30693
Hin→San,first,7,instruction,0.0515
Hin→San,first,7,src,0.43965
Hin→San,first,7,post_src,0.15103
Hin→San,first,7,tgt_self,0.0
Hin→San,first,8,pre_instr,0.07742
Hin→San,first,8,instruction,0.03879
Hin→San,first,8,src,0.28281
Hin→San,first,8,post_src,0.23105
Hin→San,first,8,tgt_self,0.0
Hin→San,later,1,pre_instr,0.02826
Hin→San,later,1,instruction,0.08682
Hin→San,later,1,src,0.36621
Hin→San,later,1,post_src,0.04288
Hin→San,later,1,tgt_self,0.41055
Hin→San,later,2,pre_instr,0.05388
Hin→San,later,2,instruction,0.0244
Hin→San,later,2,src,0.50977
Hin→San,later,2,post_src,0.04868
Hin→San,later,2,tgt_self,0.27793
Hin→San,later,3,pre_instr,0.03909
Hin→San,later,3,instruction,0.01908
Hin→San,later,3,src,0.60723
Hin→San,later,3,post_src,0.05571
Hin→San,later,3,tgt_self,0.20459
Hin→San,later,4,pre_instr,0.06592
Hin→San,later,4,instruction,0.01292
Hin→San,later,4,src,0.62305
Hin→San,later,4,post_src,0.04109
Hin→San,later,4,tgt_self,0.2042
Hin→San,later,5,pre_instr,0.06086
Hin→San,later,5,instruction,0.00912
Hin→San,later,5,src,0.58398
Hin→San,later,5,post_src,0.03668
Hin→San,later,5,tgt_self,0.24893
Hin→San,later,6,pre_instr,0.1751
Hin→San,later,6,instruction,0.02797
Hin→San,later,6,src,0.47207
Hin→San,later,6,post_src,0.05559
Hin→San,later,6,tgt_self,0.20869
Hin→San,later,7,pre_instr,0.27051
Hin→San,later,7,instruction,0.03145
Hin→San,later,7,src,0.35557
Hin→San,later,7,post_src,0.0822
Hin→San,later,7,tgt_self,0.21387
Hin→San,later,8,pre_instr,0.0676
Hin→San,later,8,instruction,0.01828
Hin→San,later,8,src,0.19648
Hin→San,later,8,post_src,0.0855
Hin→San,later,8,tgt_self,0.31572
Hin→Kan,all,1,pre_instr,0.0389
Hin→Kan,all,1,instruction,0.07668
Hin→Kan,all,1,src,0.32383
Hin→Kan,all,1,post_src,0.05596
Hin→Kan,all,1,tgt_self,0.42461
Hin→Kan,all,2,pre_instr,0.05999
Hin→Kan,all,2,instruction,0.02629
Hin→Kan,all,2,src,0.5748
Hin→Kan,all,2,post_src,0.05193
Hin→Kan,all,2,tgt_self,0.20156
Hin→Kan,all,3,pre_instr,0.04426
Hin→Kan,all,3,instruction,0.02137
Hin→Kan,all,3,src,0.6293
Hin→Kan,all,3,post_src,0.05839
Hin→Kan,all,3,tgt_self,0.17212
Hin→Kan,all,4,pre_instr,0.07712
Hin→Kan,all,4,instruction,0.01702
Hin→Kan,all,4,src,0.64922
Hin→Kan,all,4,post_src,0.0468
Hin→Kan,all,4,tgt_self,0.15371
Hin→Kan,all,5,pre_instr,0.08179
Hin→Kan,all,5,instruction,0.00876
Hin→Kan,all,5,src,0.61055
Hin→Kan,all,5,post_src,0.03809
Hin→Kan,all,5,tgt_self,0.18115
Hin→Kan,all,6,pre_instr,0.17446
Hin→Kan,all,6,instruction,0.03452
Hin→Kan,all,6,src,0.48672
Hin→Kan,all,6,post_src,0.07046
Hin→Kan,all,6,tgt_self,0.16255
Hin→Kan,all,7,pre_instr,0.26807
Hin→Kan,all,7,instruction,0.04082
Hin→Kan,all,7,src,0.3835
Hin→Kan,all,7,post_src,0.08943
Hin→Kan,all,7,tgt_self,0.16187
Hin→Kan,all,8,pre_instr,0.05176
Hin→Kan,all,8,instruction,0.02119
Hin→Kan,all,8,src,0.17285
Hin→Kan,all,8,post_src,0.10425
Hin→Kan,all,8,tgt_self,0.30713
Hin→Kan,first,1,pre_instr,0.07573
Hin→Kan,first,1,instruction,0.28828
Hin→Kan,first,1,src,0.28867
Hin→Kan,first,1,post_src,0.15454
Hin→Kan,first,1,tgt_self,0.0
Hin→Kan,first,2,pre_instr,0.11294
Hin→Kan,first,2,instruction,0.29277
Hin→Kan,first,2,src,0.2583
Hin→Kan,first,2,post_src,0.14727
Hin→Kan,first,2,tgt_self,0.0
Hin→Kan,first,3,pre_instr,0.11328
Hin→Kan,first,3,instruction,0.36504
Hin→Kan,first,3,src,0.22676
Hin→Kan,first,3,post_src,0.19395
Hin→Kan,first,3,tgt_self,0.0
Hin→Kan,first,4,pre_instr,0.0947
Hin→Kan,first,4,instruction,0.30488
Hin→Kan,first,4,src,0.43584
Hin→Kan,first,4,post_src,0.10591
Hin→Kan,first,4,tgt_self,0.0
Hin→Kan,first,5,pre_instr,0.08821
Hin→Kan,first,5,instruction,0.04873
Hin→Kan,first,5,src,0.69375
Hin→Kan,first,5,post_src,0.06837
Hin→Kan,first,5,tgt_self,0.0
Hin→Kan,first,6,pre_instr,0.16597
Hin→Kan,first,6,instruction,0.05439
Hin→Kan,first,6,src,0.525
Hin→Kan,first,6,post_src,0.128
Hin→Kan,first,6,tgt_self,0.0
Hin→Kan,first,7,pre_instr,0.28437
Hin→Kan,first,7,instruction,0.04821
Hin→Kan,first,7,src,0.42002
Hin→Kan,first,7,post_src,0.1585
Hin→Kan,first,7,tgt_self,0.0
Hin→Kan,first,8,pre_instr,0.03804
Hin→Kan,first,8,instruction,0.02394
Hin→Kan,first,8,src,0.23052
Hin→Kan,first,8,post_src,0.20215
Hin→Kan,first,8,tgt_self,0.0
Hin→Kan,later,1,pre_instr,0.03707
Hin→Kan,later,1,instruction,0.06936
Hin→Kan,later,1,src,0.31855
Hin→Kan,later,1,post_src,0.05288
Hin→Kan,later,1,tgt_self,0.44805
Hin→Kan,later,2,pre_instr,0.05923
Hin→Kan,later,2,instruction,0.01893
Hin→Kan,later,2,src,0.57773
Hin→Kan,later,2,post_src,0.04883
Hin→Kan,later,2,tgt_self,0.21387
Hin→Kan,later,3,pre_instr,0.04248
Hin→Kan,later,3,instruction,0.01235
Hin→Kan,later,3,src,0.63164
Hin→Kan,later,3,post_src,0.05485
Hin→Kan,later,3,tgt_self,0.18408
Hin→Kan,later,4,pre_instr,0.07764
Hin→Kan,later,4,instruction,0.01007
Hin→Kan,later,4,src,0.6457
Hin→Kan,later,4,post_src,0.04561
Hin→Kan,later,4,tgt_self,0.1645
Hin→Kan,later,5,pre_instr,0.0832
Hin→Kan,later,5,instruction,0.0082
Hin→Kan,later,5,src,0.59805
Hin→Kan,later,5,post_src,0.03611
Hin→Kan,later,5,tgt_self,0.19395
Hin→Kan,later,6,pre_instr,0.1771
Hin→Kan,later,6,instruction,0.0349
Hin→Kan,later,6,src,0.47813
Hin→Kan,later,6,post_src,0.06819
Hin→Kan,later,6,tgt_self,0.17275
Hin→Kan,later,7,pre_instr,0.26875
Hin→Kan,later,7,instruction,0.0412
Hin→Kan,later,7,src,0.37461
Hin→Kan,later,7,post_src,0.08835
Hin→Kan,later,7,tgt_self,0.17158
Hin→Kan,later,8,pre_instr,0.05188
Hin→Kan,later,8,instruction,0.02081
Hin→Kan,later,8,src,0.16763
Hin→Kan,later,8,post_src,0.09915
Hin→Kan,later,8,tgt_self,0.32324
Kan→San,all,1,pre_instr,0.0311
Kan→San,all,1,instruction,0.11978
Kan→San,all,1,src,0.3166
Kan→San,all,1,post_src,0.04166
Kan→San,all,1,tgt_self,0.40449
Kan→San,all,2,pre_instr,0.05874
Kan→San,all,2,instruction,0.03567
Kan→San,all,2,src,0.54824
Kan→San,all,2,post_src,0.04603
Kan→San,all,2,tgt_self,0.21665
Kan→San,all,3,pre_instr,0.04663
Kan→San,all,3,instruction,0.03571
Kan→San,all,3,src,0.6375
Kan→San,all,3,post_src,0.04368
Kan→San,all,3,tgt_self,0.16055
Kan→San,all,4,pre_instr,0.07913
Kan→San,all,4,instruction,0.02002
Kan→San,all,4,src,0.62617
Kan→San,all,4,post_src,0.03984
Kan→San,all,4,tgt_self,0.17109
Kan→San,all,5,pre_instr,0.08372
Kan→San,all,5,instruction,0.00865
Kan→San,all,5,src,0.57676
Kan→San,all,5,post_src,0.03336
Kan→San,all,5,tgt_self,0.2084
Kan→San,all,6,pre_instr,0.18818
Kan→San,all,6,instruction,0.02507
Kan→San,all,6,src,0.47793
Kan→San,all,6,post_src,0.06379
Kan→San,all,6,tgt_self,0.17087
Kan→San,all,7,pre_instr,0.28604
Kan→San,all,7,instruction,0.02937
Kan→San,all,7,src,0.36035
Kan→San,all,7,post_src,0.08811
Kan→San,all,7,tgt_self,0.17546
Kan→San,all,8,pre_instr,0.06836
Kan→San,all,8,instruction,0.01935
Kan→San,all,8,src,0.15723
Kan→San,all,8,post_src,0.10125
Kan→San,all,8,tgt_self,0.30723
Kan→San,first,1,pre_instr,0.06289
Kan→San,first,1,instruction,0.33828
Kan→San,first,1,src,0.38555
Kan→San,first,1,post_src,0.14897
Kan→San,first,1,tgt_self,0.0
Kan→San,first,2,pre_instr,0.06748
Kan→San,first,2,instruction,0.23164
Kan→San,first,2,src,0.43574
Kan→San,first,2,post_src,0.1502
Kan→San,first,2,tgt_self,0.0
Kan→San,first,3,pre_instr,0.05752
Kan→San,first,3,instruction,0.32578
Kan→San,first,3,src,0.39453
Kan→San,first,3,post_src,0.1252
Kan→San,first,3,tgt_self,0.0
Kan→San,first,4,pre_instr,0.10669
Kan→San,first,4,instruction,0.30479
Kan→San,first,4,src,0.38301
Kan→San,first,4,post_src,0.12959
Kan→San,first,4,tgt_self,0.0
Kan→San,first,5,pre_instr,0.0644
Kan→San,first,5,instruction,0.02958
Kan→San,first,5,src,0.7875
Kan→San,first,5,post_src,0.07056
Kan→San,first,5,tgt_self,0.0
Kan→San,first,6,pre_instr,0.18223
Kan→San,first,6,instruction,0.0382
Kan→San,first,6,src,0.64766
Kan→San,first,6,post_src,0.09968
Kan→San,first,6,tgt_self,0.0
Kan→San,first,7,pre_instr,0.34316
Kan→San,first,7,instruction,0.04026
Kan→San,first,7,src,0.42842
Kan→San,first,7,post_src,0.1335
Kan→San,first,7,tgt_self,0.0
Kan→San,first,8,pre_instr,0.07361
Kan→San,first,8,instruction,0.03259
Kan→San,first,8,src,0.23325
Kan→San,first,8,post_src,0.22695
Kan→San,first,8,tgt_self,0.0
Kan→San,later,1,pre_instr,0.02933
Kan→San,later,1,instruction,0.10984
Kan→San,later,1,src,0.30498
Kan→San,later,1,post_src,0.03701
Kan→San,later,1,tgt_self,0.43281
Kan→San,later,2,pre_instr,0.05745
Kan→San,later,2,instruction,0.02851
Kan→San,later,2,src,0.54668
Kan→San,later,2,post_src,0.04141
Kan→San,later,2,tgt_self,0.2332
Kan→San,later,3,pre_instr,0.04683
Kan→San,later,3,instruction,0.0256
Kan→San,later,3,src,0.63867
Kan→San,later,3,post_src,0.0403
Kan→San,later,3,tgt_self,0.1728
Kan→San,later,4,pre_instr,0.07935
Kan→San,later,4,instruction,0.0108
Kan→San,later,4,src,0.62539
Kan→San,later,4,post_src,0.03617
Kan→San,later,4,tgt_self,0.18403
Kan→San,later,5,pre_instr,0.0855
Kan→San,later,5,instruction,0.00791
Kan→San,later,5,src,0.55996
Kan→San,later,5,post_src,0.03114
Kan→San,later,5,tgt_self,0.22466
Kan→San,later,6,pre_instr,0.18887
Kan→San,later,6,instruction,0.02488
Kan→San,later,6,src,0.46387
Kan→San,later,6,post_src,0.06252
Kan→San,later,6,tgt_self,0.18384
Kan→San,later,7,pre_instr,0.28652
Kan→San,later,7,instruction,0.02935
Kan→San,later,7,src,0.34834
Kan→San,later,7,post_src,0.08601
Kan→San,later,7,tgt_self,0.18745
Kan→San,later,8,pre_instr,0.06846
Kan→San,later,8,instruction,0.01854
Kan→San,later,8,src,0.14932
Kan→San,later,8,post_src,0.09321
Kan→San,later,8,tgt_self,0.32754
Kan→Hin,all,1,pre_instr,0.03604
Kan→Hin,all,1,instruction,0.10337
Kan→Hin,all,1,src,0.38262
Kan→Hin,all,1,post_src,0.06255
Kan→Hin,all,1,tgt_self,0.34043
Kan→Hin,all,2,pre_instr,0.05254
Kan→Hin,all,2,instruction,0.01609
Kan→Hin,all,2,src,0.60586
Kan→Hin,all,2,post_src,0.04528
Kan→Hin,all,2,tgt_self,0.18613
Kan→Hin,all,3,pre_instr,0.04138
Kan→Hin,all,3,instruction,0.02263
Kan→Hin,all,3,src,0.64961
Kan→Hin,all,3,post_src,0.05244
Kan→Hin,all,3,tgt_self,0.16074
Kan→Hin,all,4,pre_instr,0.06541
Kan→Hin,all,4,instruction,0.02115
Kan→Hin,all,4,src,0.68984
Kan→Hin,all,4,post_src,0.04729
Kan→Hin,all,4,tgt_self,0.11855
Kan→Hin,all,5,pre_instr,0.07678
Kan→Hin,all,5,instruction,0.00749
Kan→Hin,all,5,src,0.64141
Kan→Hin,all,5,post_src,0.0397
Kan→Hin,all,5,tgt_self,0.16089
Kan→Hin,all,6,pre_instr,0.14478
Kan→Hin,all,6,instruction,0.02573
Kan→Hin,all,6,src,0.57812
Kan→Hin,all,6,post_src,0.06548
Kan→Hin,all,6,tgt_self,0.12451
Kan→Hin,all,7,pre_instr,0.26299
Kan→Hin,all,7,instruction,0.03281
Kan→Hin,all,7,src,0.43711
Kan→Hin,all,7,post_src,0.08447
Kan→Hin,all,7,tgt_self,0.1353
Kan→Hin,all,8,pre_instr,0.06394
Kan→Hin,all,8,instruction,0.02234
Kan→Hin,all,8,src,0.19766
Kan→Hin,all,8,post_src,0.09612
Kan→Hin,all,8,tgt_self,0.27314
Kan→Hin,first,1,pre_instr,0.0582
Kan→Hin,first,1,instruction,0.29941
Kan→Hin,first,1,src,0.38984
Kan→Hin,first,1,post_src,0.16914
Kan→Hin,first,1,tgt_self,0.0
Kan→Hin,first,2,pre_instr,0.07288
Kan→Hin,first,2,instruction,0.17529
Kan→Hin,first,2,src,0.48457
Kan→Hin,first,2,post_src,0.14229
Kan→Hin,first,2,tgt_self,0.0
Kan→Hin,first,3,pre_instr,0.05154
Kan→Hin,first,3,instruction,0.28037
Kan→Hin,first,3,src,0.48926
Kan→Hin,first,3,post_src,0.11133
Kan→Hin,first,3,tgt_self,0.0
Kan→Hin,first,4,pre_instr,0.0873
Kan→Hin,first,4,instruction,0.22485
Kan→Hin,first,4,src,0.49414
Kan→Hin,first,4,post_src,0.12432
Kan→Hin,first,4,tgt_self,0.0
Kan→Hin,first,5,pre_instr,0.06709
Kan→Hin,first,5,instruction,0.03293
Kan→Hin,first,5,src,0.79727
Kan→Hin,first,5,post_src,0.06533
Kan→Hin,first,5,tgt_self,0.0
Kan→Hin,first,6,pre_instr,0.13042
Kan→Hin,first,6,instruction,0.03987
Kan→Hin,first,6,src,0.66523
Kan→Hin,first,6,post_src,0.12163
Kan→Hin,first,6,tgt_self,0.0
Kan→Hin,first,7,pre_instr,0.23066
Kan→Hin,first,7,instruction,0.03663
Kan→Hin,first,7,src,0.57734
Kan→Hin,first,7,post_src,0.11309
Kan→Hin,first,7,tgt_self,0.0
Kan→Hin,first,8,pre_instr,0.05374
Kan→Hin,first,8,instruction,0.0349
Kan→Hin,first,8,src,0.31738
Kan→Hin,first,8,post_src,0.18408
Kan→Hin,first,8,tgt_self,0.0
Kan→Hin,later,1,pre_instr,0.03485
Kan→Hin,later,1,instruction,0.09346
Kan→Hin,later,1,src,0.37559
Kan→Hin,later,1,post_src,0.0595
Kan→Hin,later,1,tgt_self,0.36367
Kan→Hin,later,2,pre_instr,0.05178
Kan→Hin,later,2,instruction,0.01017
Kan→Hin,later,2,src,0.60352
Kan→Hin,later,2,post_src,0.04061
Kan→Hin,later,2,tgt_self,0.20127
Kan→Hin,later,3,pre_instr,0.04147
Kan→Hin,later,3,instruction,0.01325
Kan→Hin,later,3,src,0.64727
Kan→Hin,later,3,post_src,0.05012
Kan→Hin,later,3,tgt_self,0.17417
Kan→Hin,later,4,pre_instr,0.06531
Kan→Hin,later,4,instruction,0.01395
Kan→Hin,later,4,src,0.69063
Kan→Hin,later,4,post_src,0.04399
Kan→Hin,later,4,tgt_self,0.12842
